
활성 연결

  프로토콜  로컬 주소              외부 주소              상태            PID
  TCP    [::1]:58689            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58690            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58691            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58695            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58705            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58714            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58715            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58716            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58717            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58718            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58719            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58720            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58721            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58722            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58723            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58724            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58725            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58726            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58727            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58728            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58729            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58730            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58731            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58732            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58733            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58734            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58735            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58736            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58737            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58738            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58739            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58740            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58741            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58742            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58743            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58744            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58745            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58746            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58747            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58748            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58749            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58750            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58751            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58752            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58753            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58754            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58755            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58756            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58757            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58758            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58759            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58760            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58761            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58762            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58763            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58764            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58765            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58766            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58767            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58768            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58769            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58770            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58771            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58772            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58773            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58774            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58775            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58776            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58777            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58778            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58779            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58780            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58781            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58782            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58783            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58784            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58785            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58786            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58787            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58788            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58789            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58790            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58791            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58792            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58793            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58794            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58795            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58796            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58797            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58798            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58799            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58800            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58801            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58802            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58803            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58804            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58805            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58806            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58807            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58808            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58809            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58810            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58811            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58812            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58813            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58814            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58815            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58816            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58817            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58818            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58819            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58820            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58821            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58822            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58823            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58824            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58825            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58826            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58827            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58828            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58829            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58830            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58831            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58832            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58833            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58834            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58835            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58836            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58837            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58838            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58839            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58840            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58841            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58842            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58843            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58844            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58845            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58846            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58847            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58848            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58849            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58850            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58851            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58852            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58853            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58854            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58855            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58856            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58857            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58858            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58859            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58860            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58861            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58862            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58863            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58864            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58865            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58866            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58867            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58868            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58869            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58870            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58871            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58872            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58873            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58874            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58875            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58876            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58877            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58878            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58879            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58880            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58881            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58886            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58898            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58904            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58905            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58906            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58907            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58908            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58909            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58910            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58911            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58912            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58913            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58914            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58915            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58916            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58917            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58918            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58919            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58920            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58921            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58922            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58923            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58924            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58925            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58926            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58927            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58928            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58929            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58930            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58931            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58932            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58933            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58934            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58935            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58936            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58937            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58938            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58939            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58940            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58941            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58942            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58943            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58944            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58945            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58946            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58947            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58948            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58949            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58950            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58951            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58952            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58953            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58954            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58955            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58956            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58957            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58958            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58959            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58960            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58961            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58962            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58963            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58964            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58965            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58966            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58967            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58968            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58969            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58970            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58971            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58972            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58973            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58974            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58975            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58976            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58977            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58978            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58979            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58980            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58981            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58982            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58983            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58984            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58985            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58986            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58987            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58988            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58989            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58990            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58991            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58992            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58993            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58994            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58995            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58996            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58997            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58998            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:58999            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59000            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59001            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59002            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59003            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59004            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59005            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59006            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59007            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59008            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59009            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59010            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59011            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59012            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59013            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59014            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59015            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59016            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59017            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59018            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59019            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59020            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59021            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59022            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59023            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59024            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59025            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59026            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59027            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59028            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59029            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59030            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59031            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59032            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59033            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59034            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59035            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59036            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59037            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59038            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59039            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59040            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59041            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59042            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59043            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59044            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59045            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59046            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59047            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59048            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59049            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59050            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59051            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59052            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59053            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59054            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59055            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59056            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59057            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59058            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59059            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59060            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59061            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59062            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59063            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59064            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59065            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59066            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59067            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59068            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59069            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59070            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59071            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59072            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59073            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59087            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59095            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59096            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59097            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59098            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59099            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59101            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59102            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59103            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59104            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59105            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59106            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59107            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59108            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59109            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59110            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59111            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59112            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59113            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59114            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59115            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59116            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59117            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59118            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59119            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59120            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59121            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59122            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59123            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59124            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59125            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59126            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59127            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59128            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59129            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59130            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59131            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59132            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59133            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59134            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59135            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59136            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59137            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59146            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59159            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59160            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59161            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59162            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59163            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59164            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59165            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59166            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59167            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59168            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59169            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59170            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59171            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59172            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59173            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59174            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59175            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59176            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59177            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59178            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59179            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59180            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59181            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59182            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59183            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59184            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59185            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59186            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59187            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59188            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59189            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59190            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59191            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59192            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59193            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59194            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59195            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59196            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59197            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59198            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59199            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59200            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59201            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59202            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59203            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59204            [::1]:3306             TIME_WAIT       0
  TCP    [::1]:59205            [::1]:3306             TIME_WAIT       0
